Category,Topic,Indicator,Year,Sex,Result,95% CI (L),95% CI (U),Unit,SE,Region
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2018,Male,21.5,17.4,26.2,Per cent,2.2,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2018,Person,19.6,15.4,24.6,Per cent,2.4,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2018,Person,20.1,17.4,23.1,Per cent,1.5,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2018,Person,20.8,16.4,26.1,Per cent,2.5,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2018,Person,26.5,20.6,33.4,Per cent,3.3,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2019,Female,26.7,23.3,30.5,Per cent,1.8,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2019,Male,36.3,31.9,41.0,Per cent,2.3,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2019,Person,24.7,21.2,28.7,Per cent,1.9,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2019,Person,31.1,26.4,36.2,Per cent,2.5,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2019,Person,31.4,28.6,34.4,Per cent,1.5,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2019,Person,39.0,34.2,44.0,Per cent,2.5,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2019,Person,39.6,28.3,52.2,Per cent,6.2,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2020,Female,16.3,12.4,21.1,Per cent,2.2,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2020,Male,23.5,18.7,29.2,Per cent,2.7,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2020,Person,12.3,8.7,17.1,Per cent,2.1,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2020,Person,19.7,15.2,25.1,Per cent,2.5,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2020,Person,19.7,16.5,23.4,Per cent,1.7,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2020,Person,22.0,11.5,37.9,Per cent,6.8,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2020,Person,32.2,22.2,44.1,Per cent,5.7,1
Smoking,Cigarettes,Average cigarettes/day,2018,Female,7.9,6.0,9.8,Number,0.9,1
Smoking,Cigarettes,Average cigarettes/day,2018,Male,10.9,8.5,13.4,Number,1.2,1
Smoking,Cigarettes,Average cigarettes/day,2018,Person,9.5,7.9,11.2,Number,0.8,1
Smoking,Cigarettes,Average cigarettes/day,2020,Female,8.0,6.3,9.8,Number,0.9,1
Smoking,Cigarettes,Average cigarettes/day,2020,Male,9.0,6.3,11.8,Number,1.4,1
Smoking,Cigarettes,Average cigarettes/day,2020,Person,8.4,6.7,10.0,Number,0.8,1
Smoking,Status,Daily or occasional smokers,2011/12,Female,12.2,9.6,15.3,Per cent,1.4,1
Smoking,Status,Daily or occasional smokers,2011/12,Male,16.7,13.3,20.7,Per cent,1.9,1
Smoking,Status,Daily or occasional smokers,2011/12,Person,14.4,12.2,16.8,Per cent,1.2,1
Smoking,Status,Daily or occasional smokers,2013/14,Female,9.5,7.1,12.6,Per cent,1.4,1
Smoking,Status,Daily or occasional smokers,2013/14,Male,16.3,12.8,20.5,Per cent,2.0,1
Smoking,Status,Daily or occasional smokers,2013/14,Person,12.7,10.5,15.2,Per cent,1.2,1
Smoking,Status,Daily or occasional smokers,2015/16,Female,5.2,3.6,7.5,Per cent,1.0,1
Smoking,Status,Daily or occasional smokers,2015/16,Male,10.4,7.5,14.3,Per cent,1.7,1
Smoking,Status,Daily or occasional smokers,2015/16,Person,7.7,5.9,9.8,Per cent,1.0,1
Smoking,Status,Daily or occasional smokers,2018,Female,11.3,8.5,14.8,Per cent,1.6,1
Smoking,Status,Daily or occasional smokers,2018,Male,13.6,10.5,17.6,Per cent,1.8,1
Smoking,Status,Daily or occasional smokers,2018,Person,12.4,10.3,15.0,Per cent,1.2,1
Smoking,Status,Daily or occasional smokers,2020,Female,11.4,8.2,15.7,Per cent,1.9,1
Smoking,Status,Daily or occasional smokers,2020,Male,11.7,8.6,15.7,Per cent,1.8,1
Smoking,Status,Daily or occasional smokers,2020,Person,11.8,9.4,14.6,Per cent,1.3,1
Smoking,Status,Ex smokers,2011/12,Female,34.5,30.7,38.5,Per cent,2.0,1
Smoking,Status,Ex smokers,2011/12,Male,35.8,31.7,40.2,Per cent,2.2,1
Smoking,Status,Ex smokers,2011/12,Person,35.1,32.3,38.1,Per cent,1.5,1
Smoking,Status,Ex smokers,2013/14,Female,32.8,28.9,37.0,Per cent,2.1,1
Smoking,Status,Ex smokers,2013/14,Male,37.4,33.0,42.1,Per cent,2.3,1
Smoking,Status,Ex smokers,2013/14,Person,35.0,32.0,38.1,Per cent,1.6,1
Smoking,Status,Ex smokers,2015/16,Female,33.7,29.5,38.2,Per cent,2.2,1
Smoking,Status,Ex smokers,2015/16,Male,35.8,31.0,40.8,Per cent,2.5,1
Smoking,Status,Ex smokers,2015/16,Person,34.7,31.5,38.0,Per cent,1.7,1
Smoking,Status,Ex smokers,2018,Female,37.0,32.7,41.5,Per cent,2.2,1
Smoking,Status,Ex smokers,2018,Male,38.4,33.6,43.5,Per cent,2.5,1
Smoking,Status,Ex smokers,2018,Person,37.7,34.4,41.1,Per cent,1.7,1
Smoking,Status,Ex smokers,2020,Female,36.7,31.9,41.8,Per cent,2.5,1
Smoking,Status,Ex smokers,2020,Male,37.1,31.9,42.6,Per cent,2.7,1
Smoking,Status,Ex smokers,2020,Person,36.5,33.0,40.2,Per cent,1.8,1
Smoking,Status,Never smoked,2011/12,Female,53.3,49.2,57.4,Per cent,2.1,1
Smoking,Status,Never smoked,2011/12,Male,47.5,43.0,52.1,Per cent,2.7,1
Smoking,Status,Never smoked,2011/12,Person,50.5,47.4,53.6,Per cent,1.6,1
Smoking,Status,Never smoked,2013/14,Female,57.6,53.2,61.9,Per cent,2.2,1
Smoking,Status,Never smoked,2013/14,Male,46.3,41.5,51.2,Per cent,2.5,1
Smoking,Status,Never smoked,2013/14,Person,52.4,49.1,55.6,Per cent,1.7,1
Smoking,Status,Never smoked,2015/16,Female,61.1,56.5,65.5,Per cent,2.3,1
Smoking,Status,Never smoked,2015/16,Male,53.8,48.6,57.6,Per cent,2.7,1
Smoking,Status,Never smoked,2015/16,Person,57.7,54.2,61.1,Per cent,1.8,1
Smoking,Status,Never smoked,2018,Female,51.8,47.1,56.4,Per cent,2.4,1
Smoking,Status,Never smoked,2018,Male,47.9,42.8,53.1,Per cent,2.6,1
Smoking,Status,Never smoked,2018,Person,49.9,46.4,53.4,Per cent,1.8,1
Smoking,Status,Never smoked,2020,Female,51.9,46.6,57.1,Per cent,2.7,1
Smoking,Status,Never smoked,2020,Male,51.2,45.6,56.8,Per cent,2.9,1
Smoking,Status,Never smoked,2020,Person,51.7,47.9,55.5,Per cent,2.0,1
Socio-economic,Financial risk,1. Spending more money than I/we get,2011/12,Person,4.0,2.9,5.5,Per cent,0.6,1
Socio-economic,Financial risk,1. Spending more money than I/we get,2013/14,Person,5.0,3.6,6.8,Per cent,0.8,1
Socio-economic,Financial risk,1. Spending more money than I/we get,2015/16,Person,3.3,2.2,4.9,Per cent,0.7,1
Socio-economic,Financial risk,1. Spending more money than I/we get,2018,Person,3.4,2.4,4.8,Per cent,0.6,1
Socio-economic,Financial risk,1. Spending more money than I/we get,2019,Person,4.1,3.2,5.4,Per cent,0.6,1
Socio-economic,Financial risk,1. Spending more money than I/we get,2020,Person,3.0,1.9,4.7,Per cent,0.7,1
Socio-economic,Financial risk,2. Have just enough money to get through to next pay day,2011/12,Person,14.8,12.6,17.3,Per cent,1.2,1
Socio-economic,Financial risk,2. Have just enough money to get through to next pay day,2013/14,Person,12.8,10.6,15.2,Per cent,1.2,1
Socio-economic,Financial risk,2. Have just enough money to get through to next pay day,2015/16,Person,12.5,10.2,15.1,Per cent,1.2,1
Socio-economic,Financial risk,2. Have just enough money to get through to next pay day,2018,Person,13.6,11.3,16.4,Per cent,1.3,1
Socio-economic,Financial risk,2. Have just enough money to get through to next pay day,2019,Person,14.1,11.9,16.6,Per cent,1.2,1
Socio-economic,Financial risk,2. Have just enough money to get through to next pay day,2020,Person,10.6,8.3,13.5,Per cent,1.3,1
Socio-economic,Financial risk,3. Some money left over each week but I/we spend it,2011/12,Person,4.5,3.4,6.0,Per cent,0.6,1
Socio-economic,Financial risk,3. Some money left over each week but I/we spend it,2013/14,Person,6.6,5.0,8.6,Per cent,0.9,1
Socio-economic,Financial risk,3. Some money left over each week but I/we spend it,2015/16,Person,6.9,5.3,9.0,Per cent,0.9,1
Socio-economic,Financial risk,3. Some money left over each week but I/we spend it,2018,Person,6.7,5.1,8.6,Per cent,0.9,1
Socio-economic,Financial risk,3. Some money left over each week but I/we spend it,2019,Person,6.4,5.0,8.1,Per cent,0.8,1
Socio-economic,Financial risk,3. Some money left over each week but I/we spend it,2020,Person,5.3,3.9,7.3,Per cent,0.9,1
Socio-economic,Financial risk,4. Can save a bit of money every now and then,2011/12,Person,49.7,46.6,52.9,Per cent,1.6,1
Socio-economic,Financial risk,4. Can save a bit of money every now and then,2013/14,Person,47.7,44.4,51.1,Per cent,1.7,1
Socio-economic,Financial risk,4. Can save a bit of money every now and then,2015/16,Person,47.9,44.3,51.5,Per cent,1.8,1
Socio-economic,Financial risk,4. Can save a bit of money every now and then,2018,Person,48.8,45.3,52.4,Per cent,1.8,1
Socio-economic,Financial risk,4. Can save a bit of money every now and then,2019,Person,46.5,43.5,49.5,Per cent,1.5,1
Socio-economic,Financial risk,4. Can save a bit of money every now and then,2020,Person,48.1,44.2,52.1,Per cent,2.0,1
Socio-economic,Financial risk,5. Can save a lot of money,2011/12,Person,26.9,24.2,29.7,Per cent,1.4,1
Socio-economic,Financial risk,5. Can save a lot of money,2013/14,Person,28.0,25.1,31.0,Per cent,1.5,1
Socio-economic,Financial risk,5. Can save a lot of money,2015/16,Person,29.4,26.2,32.8,Per cent,1.7,1
Socio-economic,Financial risk,5. Can save a lot of money,2018,Person,27.5,24.5,30.7,Per cent,1.6,1
Socio-economic,Financial risk,5. Can save a lot of money,2019,Person,28.9,26.3,31.7,Per cent,1.4,1
Socio-economic,Financial risk,5. Can save a lot of money,2020,Person,33.0,29.4,36.7,Per cent,1.8,1
Socio-economic,Financial risk,Couldn't make minimum payment on credit card,2019,Person,4.8,3.5,6.4,Per cent,0.7,1
Socio-economic,Financial risk,Couldn't make minimum payment on credit card,2020,Person,4.7,3.2,6.8,Per cent,0.9,1
Socio-economic,Financial risk,Couldn't pay car registration or insurance on time,2019,Person,8.1,6.4,10.2,Per cent,0.9,1
Socio-economic,Financial risk,Couldn't pay car registration or insurance on time,2020,Person,4.2,2.9,6.2,Per cent,0.8,1
Socio-economic,Financial risk,"Couldn't pay electricity, gas or phone bills on time",2019,Person,11.6,9.6,14.0,Per cent,1.1,1
Socio-economic,Financial risk,"Couldn't pay electricity, gas or phone bills on time",2020,Person,6.8,5.1,9.1,Per cent,1.0,1
Socio-economic,Financial risk,Couldn't pay mortgage or rent on time,2019,Person,5.0,3.8,6.7,Per cent,0.7,1
Socio-economic,Financial risk,Couldn't pay mortgage or rent on time,2020,Person,4.4,3.0,6.5,Per cent,0.9,1
Socio-economic,Financial risk,Had to delay or cancel non-essential purchases,2019,Person,22.6,20.1,25.4,Per cent,1.3,1
Socio-economic,Financial risk,Pawned or sold something,2019,Person,6.8,5.3,8.7,Per cent,0.9,1
Socio-economic,Financial risk,Pawned or sold something,2020,Person,5.0,3.6,7.1,Per cent,0.9,1
Socio-economic,Financial risk,Sought financial assistance from friends or family,2019,Person,13.7,11.5,16.3,Per cent,1.2,1
Socio-economic,Financial risk,Sought financial assistance from friends or family,2020,Person,9.6,7.5,12.1,Per cent,1.2,1
Socio-economic,Financial risk,Sought financial assistance from welfare/community organisations,2019,Person,4.0,2.8,5.6,Per cent,0.7,1
Socio-economic,Financial risk,Sought financial assistance from welfare/community organisations,2020,Person,5.9,4.2,8.3,Per cent,1.0,1
Socio-economic,Financial risk,Went without meals,2019,Person,5.1,3.8,6.7,Per cent,0.7,1
Socio-economic,Financial risk,Went without meals,2020,Person,3.4,2.2,5.2,Per cent,0.7,1
Socio-economic,Financial risk,Were unable to heat or cool my home,2019,Person,3.3,2.3,4.6,Per cent,0.6,1
Socio-economic,Financial risk,Were unable to heat or cool my home,2020,Person,2.4,1.5,4.1,Per cent,0.6,1
Weight,BMI category,1. Underweight,2011/12,Female,3.2,1.9,5.4,Per cent,0.9,1
Weight,BMI category,1. Underweight,2011/12,Female,15.5,10.7,22.0,Per cent,2.9,1
Weight,BMI category,1. Underweight,2011/12,Male,1.6,0.8,3.2,Per cent,0.6,1
Weight,BMI category,1. Underweight,2011/12,Male,12.8,9.2,17.4,Per cent,2.1,1
Weight,BMI category,1. Underweight,2011/12,Person,2.4,1.6,3.7,Per cent,0.5,1
Weight,BMI category,1. Underweight,2011/12,Person,14.1,11.0,18.0,Per cent,1.8,1
Weight,BMI category,1. Underweight,2013/14,Female,3.2,1.8,5.5,Per cent,0.9,1
Weight,BMI category,1. Underweight,2013/14,Female,10.7,7.6,14.8,Per cent,1.8,1
Weight,BMI category,1. Underweight,2013/14,Male,1.0,0.4,2.4,Per cent,0.4,1
Weight,BMI category,1. Underweight,2013/14,Male,8.0,4.9,12.7,Per cent,1.9,1
Weight,BMI category,1. Underweight,2013/14,Person,2.2,1.4,3.5,Per cent,0.5,1
Weight,BMI category,1. Underweight,2013/14,Person,9.3,7.0,12.2,Per cent,1.3,1
Weight,BMI category,1. Underweight,2015/16,Female,3.7,2.2,6.2,Per cent,1.0,1
Weight,BMI category,1. Underweight,2015/16,Female,11.4,8.2,15.7,Per cent,1.9,1
Weight,BMI category,1. Underweight,2015/16,Male,13.2,10.1,17.2,Per cent,1.8,1
Weight,BMI category,1. Underweight,2015/16,Person,2.3,1.4,3.7,Per cent,0.6,1
Weight,BMI category,1. Underweight,2015/16,Person,12.3,10.0,15.1,Per cent,1.3,1
Weight,BMI category,1. Underweight,2018,Female,1.9,1.0,3.6,Per cent,0.6,1
Weight,BMI category,1. Underweight,2018,Female,9.6,5.7,15.8,Per cent,2.5,1
Weight,BMI category,1. Underweight,2018,Male,15.7,10.3,23.3,Per cent,3.3,1
Weight,BMI category,1. Underweight,2018,Person,1.0,0.6,1.9,Per cent,0.3,1
Weight,BMI category,1. Underweight,2018,Person,12.7,9.1,17.3,Per cent,2.1,1
Weight,BMI category,1. Underweight,2020,Female,13.8,10.2,18.4,Per cent,2.1,1
Weight,BMI category,1. Underweight,2020,Male,11.0,8.0,15.0,Per cent,1.8,1
Weight,BMI category,1. Underweight,2020,Person,2.0,1.0,3.9,Per cent,0.7,1
Weight,BMI category,1. Underweight,2020,Person,12.4,10.0,15.4,Per cent,1.4,1
Weight,BMI category,2. Healthy weight,2011/12,Female,47.0,42.8,51.2,Per cent,2.2,1
Weight,BMI category,2. Healthy weight,2011/12,Female,63.2,56.3,69.6,Per cent,3.4,1
Weight,BMI category,2. Healthy weight,2011/12,Male,40.9,36.4,45.6,Per cent,2.3,1
Weight,BMI category,2. Healthy weight,2011/12,Male,59.9,53.3,66.2,Per cent,3.3,1
Weight,BMI category,2. Healthy weight,2011/12,Person,44.0,40.9,47.1,Per cent,1.6,1
Weight,BMI category,2. Healthy weight,2011/12,Person,61.6,56.8,66.1,Per cent,2.4,1
Weight,BMI category,2. Healthy weight,2013/14,Female,47.8,43.2,52.3,Per cent,2.3,1
Weight,BMI category,2. Healthy weight,2013/14,Female,65.5,58.2,72.1,Per cent,3.6,1
Weight,BMI category,2. Healthy weight,2013/14,Male,39.9,35.2,44.9,Per cent,2.5,1
Weight,BMI category,2. Healthy weight,2013/14,Male,64.1,56.8,70.8,Per cent,3.6,1
Weight,BMI category,2. Healthy weight,2013/14,Person,44.1,40.8,47.5,Per cent,1.7,1
Weight,BMI category,2. Healthy weight,2013/14,Person,64.8,59.7,69.5,Per cent,2.5,1
Weight,BMI category,2. Healthy weight,2015/16,Female,43.8,39.1,48.6,Per cent,2.4,1
Weight,BMI category,2. Healthy weight,2015/16,Female,68.4,61.7,74.4,Per cent,3.3,1
Weight,BMI category,2. Healthy weight,2015/16,Male,34.0,29.1,39.2,Per cent,2.6,1
Weight,BMI category,2. Healthy weight,2015/16,Male,66.5,59.9,72.5,Per cent,3.2,1
Weight,BMI category,2. Healthy weight,2015/16,Person,39.1,35.7,42.6,Per cent,1.8,1
Weight,BMI category,2. Healthy weight,2015/16,Person,67.4,62.8,71.8,Per cent,2.3,1
Weight,BMI category,2. Healthy weight,2018,Female,46.8,42.1,51.7,Per cent,2.5,1
Weight,BMI category,2. Healthy weight,2018,Female,57.4,46.5,67.6,Per cent,5.5,1
Weight,BMI category,2. Healthy weight,2018,Male,36.7,31.8,42.0,Per cent,2.6,1
Weight,BMI category,2. Healthy weight,2018,Male,63.0,53.4,71.7,Per cent,4.7,1
Weight,BMI category,2. Healthy weight,2018,Person,41.7,38.2,45.3,Per cent,1.8,1
Weight,BMI category,2. Healthy weight,2018,Person,60.2,52.9,67.1,Per cent,3.6,1
Weight,BMI category,2. Healthy weight,2020,Female,42.5,37.2,48.0,Per cent,2.8,1
Weight,BMI category,2. Healthy weight,2020,Female,61.5,55.5,67.1,Per cent,3.0,1
Weight,BMI category,2. Healthy weight,2020,Male,35.7,30.4,41.4,Per cent,2.8,1
Weight,BMI category,2. Healthy weight,2020,Male,63.7,57.4,69.6,Per cent,3.1,1
Weight,BMI category,2. Healthy weight,2020,Person,38.7,34.9,42.6,Per cent,2.0,1
Weight,BMI category,2. Healthy weight,2020,Person,62.6,58.3,66.7,Per cent,2.2,1
Weight,BMI category,3. Overweight,2011/12,Female,13.2,9.5,18.1,Per cent,2.2,1
Weight,BMI category,3. Overweight,2011/12,Female,30.7,27.0,34.7,Per cent,2.0,1
Weight,BMI category,3. Overweight,2011/12,Male,16.6,12.1,22.3,Per cent,2.6,1
Weight,BMI category,3. Overweight,2011/12,Male,36.1,31.9,40.6,Per cent,2.2,1
Weight,BMI category,3. Overweight,2011/12,Person,14.9,11.8,18.5,Per cent,1.7,1
Weight,BMI category,3. Overweight,2011/12,Person,33.4,30.6,36.4,Per cent,1.5,1
Weight,BMI category,3. Overweight,2013/14,Female,21.4,15.6,28.7,Per cent,3.3,1
Weight,BMI category,3. Overweight,2013/14,Female,25.6,22.0,29.7,Per cent,2.0,1
Weight,BMI category,3. Overweight,2013/14,Male,18.5,13.2,25.3,Per cent,3.1,1
Weight,BMI category,3. Overweight,2013/14,Male,39.6,34.9,44.4,Per cent,2.4,1
Weight,BMI category,3. Overweight,2013/14,Person,19.9,15.8,24.7,Per cent,2.3,1
Weight,BMI category,3. Overweight,2013/14,Person,32.1,29.1,35.3,Per cent,1.6,1
Weight,BMI category,3. Overweight,2015/16,Female,15.8,11.0,22.1,Per cent,2.8,1
Weight,BMI category,3. Overweight,2015/16,Female,33.3,28.9,38.0,Per cent,2.3,1
Weight,BMI category,3. Overweight,2015/16,Male,9.5,7.0,12.9,Per cent,1.5,1
Weight,BMI category,3. Overweight,2015/16,Male,47.0,41.7,52.3,Per cent,2.7,1
Weight,BMI category,3. Overweight,2015/16,Person,12.7,9.8,16.2,Per cent,1.6,1
Weight,BMI category,3. Overweight,2015/16,Person,39.8,36.4,43.4,Per cent,1.8,1
Weight,BMI category,3. Overweight,2018,Female,23.7,15.5,34.5,Per cent,4.9,1
Weight,BMI category,3. Overweight,2018,Female,26.6,22.8,30.7,Per cent,2.0,1
Weight,BMI category,3. Overweight,2018,Male,14.9,9.6,22.2,Per cent,3.2,1
Weight,BMI category,3. Overweight,2018,Male,40.4,35.4,45.5,Per cent,2.6,1
Weight,BMI category,3. Overweight,2018,Person,19.3,14.2,25.7,Per cent,2.9,1
Weight,BMI category,3. Overweight,2018,Person,33.6,30.3,36.9,Per cent,1.7,1
Weight,BMI category,3. Overweight,2020,Female,17.4,13.2,22.6,Per cent,2.4,1
Weight,BMI category,3. Overweight,2020,Female,29.8,25.2,34.9,Per cent,2.5,1
Weight,BMI category,3. Overweight,2020,Male,14.2,10.9,18.3,Per cent,2.9,1
Weight,BMI category,3. Overweight,2020,Male,42.0,36.5,47.7,Per cent,2.9,1
Weight,BMI category,3. Overweight,2020,Person,15.8,13.0,19.0,Per cent,1.5,1
Weight,BMI category,3. Overweight,2020,Person,36.2,32.5,40.1,Per cent,1.9,1
Weight,BMI category,4. Obese - Class 1,2011/12,Female,12.2,9.8,15.2,Per cent,1.4,1
Weight,BMI category,4. Obese - Class 1,2011/12,Male,16.9,13.7,20.7,Per cent,1.8,1
Weight,BMI category,4. Obese - Class 1,2011/12,Person,14.5,12.5,16.9,Per cent,1.1,1
Weight,BMI category,4. Obese - Class 1,2013/14,Female,12.4,9.8,15.7,Per cent,1.5,1
Weight,BMI category,4. Obese - Class 1,2013/14,Male,12.9,10.0,16.4,Per cent,1.6,1
Weight,BMI category,4. Obese - Class 1,2013/14,Person,12.7,10.6,15.0,Per cent,1.1,1
Weight,BMI category,4. Obese - Class 1,2015/16,Female,11.4,8.9,14.5,Per cent,1.4,1
Weight,BMI category,4. Obese - Class 1,2015/16,Male,13.3,10.2,17.2,Per cent,1.8,1
Weight,BMI category,4. Obese - Class 1,2015/16,Person,12.3,10.3,14.7,Per cent,1.1,1
Weight,BMI category,4. Obese - Class 1,2018,Female,13.0,10.1,16.6,Per cent,1.7,1
Weight,BMI category,4. Obese - Class 1,2018,Male,16.5,13.3,20.3,Per cent,1.8,1
Weight,BMI category,4. Obese - Class 1,2018,Person,14.7,12.5,17.3,Per cent,1.2,1
Weight,BMI category,4. Obese - Class 1,2020,Female,14.3,11.1,18.2,Per cent,1.8,1
Weight,BMI category,4. Obese - Class 1,2020,Male,15.2,11.6,19.7,Per cent,2.1,1
Weight,BMI category,4. Obese - Class 1,2020,Person,14.6,12.1,17.5,Per cent,1.4,1
Weight,BMI category,5. Obese - Class 2 and Class 3,2011/12,Female,6.9,5.1,9.2,Per cent,1.0,1
Weight,BMI category,5. Obese - Class 2 and Class 3,2011/12,Male,4.5,3.0,6.6,Per cent,0.9,1
Weight,BMI category,5. Obese - Class 2 and Class 3,2011/12,Person,5.7,4.5,7.2,Per cent,0.7,1
Weight,BMI category,5. Obese - Class 2 and Class 3,2013/14,Female,11.0,8.4,14.3,Per cent,1.5,1
Weight,BMI category,5. Obese - Class 2 and Class 3,2013/14,Male,6.6,4.6,9.5,Per cent,1.2,1
Weight,BMI category,5. Obese - Class 2 and Class 3,2013/14,Person,8.9,7.2,11.1,Per cent,1.0,1
Weight,BMI category,5. Obese - Class 2 and Class 3,2015/16,Female,7.8,5.7,10.7,Per cent,1.3,1
Weight,BMI category,5. Obese - Class 2 and Class 3,2015/16,Person,6.5,5.0,8.4,Per cent,0.9,1
Weight,BMI category,5. Obese - Class 2 and Class 3,2018,Female,11.7,9.1,14.9,Per cent,1.5,1
Weight,BMI category,5. Obese - Class 2 and Class 3,2018,Person,9.0,7.3,11.0,Per cent,0.9,1
Weight,BMI category,5. Obese - Class 2 and Class 3,2020,Person,8.5,6.6,11.0,Per cent,1.1,1
Weight,BMI category,Obese,2011/12,Female,8.1,5.4,12.2,Per cent,1.7,1
Weight,BMI category,Obese,2011/12,Male,10.8,7.5,15.4,Per cent,2.0,1
Weight,BMI category,Obese,2011/12,Person,9.4,7.2,12.3,Per cent,1.3,1
Weight,BMI category,Obese,2013/14,Female,2.5,1.2,5.2,Per cent,0.9,1
Weight,BMI category,Obese,2013/14,Male,9.4,6.0,14.5,Per cent,2.1,1
Weight,BMI category,Obese,2013/14,Person,6.1,4.1,8.9,Per cent,1.2,1
Weight,BMI category,Obese,2015/16,Female,4.4,2.6,7.3,Per cent,1.1,1
Weight,BMI category,Obese,2015/16,Male,10.8,6.5,17.4,Per cent,2.7,1
Weight,BMI category,Obese,2015/16,Person,7.6,5.1,11.1,Per cent,1.5,1
Weight,BMI category,Obese,2018,Female,9.3,4.9,17.1,Per cent,3.0,1
Weight,BMI category,Obese,2018,Male,6.4,3.2,12.2,Per cent,2.2,1
Weight,BMI category,Obese,2018,Person,7.8,4.9,12.4,Per cent,1.9,1
Weight,BMI category,Obese,2020,Female,7.3,4.6,11.4,Per cent,1.7,1
Weight,BMI category,Obese,2020,Male,11.1,7.2,16.8,Per cent,2.4,1
Weight,BMI category,Obese,2020,Person,9.2,6.7,12.6,Per cent,1.5,1
Weight,Self-described weight,1. Underweight,2018,Female,3.8,2.2,6.3,Per cent,1.0,1
Weight,Self-described weight,1. Underweight,2018,Male,2.9,1.6,5.2,Per cent,0.9,1
Weight,Self-described weight,1. Underweight,2018,Male,12.1,6.1,22.6,Per cent,4.1,1
Weight,Self-described weight,1. Underweight,2018,Person,3.3,2.2,4.9,Per cent,0.7,1
Weight,Self-described weight,1. Underweight,2019,Female,2.6,1.5,4.2,Per cent,0.7,1
Weight,Self-described weight,1. Underweight,2019,Male,2.8,1.5,5.0,Per cent,0.9,1
Weight,Self-described weight,1. Underweight,2019,Person,2.7,1.8,3.9,Per cent,0.5,1
Weight,Self-described weight,1. Underweight,2020,Male,2.1,1.1,4.0,Per cent,0.7,1
Weight,Self-described weight,1. Underweight,2020,Male,6.9,4.6,10.2,Per cent,1.4,1
Weight,Self-described weight,1. Underweight,2020,Person,1.7,1.0,2.9,Per cent,0.4,1
Weight,Self-described weight,1. Underweight,2020,Person,5.3,3.9,7.2,Per cent,0.8,1
Weight,Self-described weight,2. Healthy weight,2018,Female,56.5,51.9,61.0,Per cent,2.3,1
Weight,Self-described weight,2. Healthy weight,2018,Female,85.3,77.4,90.8,Per cent,3.4,1
Weight,Self-described weight,2. Healthy weight,2018,Male,53.8,48.6,58.8,Per cent,2.6,1
Weight,Self-described weight,2. Healthy weight,2018,Male,85.8,75.7,92.2,Per cent,4.1,1
Weight,Self-described weight,2. Healthy weight,2018,Person,55.2,51.7,58.5,Per cent,1.7,1
Weight,Self-described weight,2. Healthy weight,2018,Person,85.6,79.5,90.0,Per cent,2.7,1
Weight,Self-described weight,2. Healthy weight,2019,Female,56.4,52.5,60.1,Per cent,1.9,1
Weight,Self-described weight,2. Healthy weight,2019,Male,57.2,52.8,61.4,Per cent,2.2,1
Weight,Self-described weight,2. Healthy weight,2019,Person,56.8,53.9,59.6,Per cent,1.5,1
Weight,Self-described weight,2. Healthy weight,2020,Female,51.9,46.6,57.1,Per cent,2.7,1
Weight,Self-described weight,2. Healthy weight,2020,Female,91.3,87.9,93.9,Per cent,1.5,1
Weight,Self-described weight,2. Healthy weight,2020,Male,61.5,56.0,66.8,Per cent,2.7,1
Weight,Self-described weight,2. Healthy weight,2020,Male,82.6,77.2,86.9,Per cent,2.5,1
Weight,Self-described weight,2. Healthy weight,2020,Person,56.8,53.0,60.5,Per cent,1.9,1
Weight,Self-described weight,2. Healthy weight,2020,Person,86.8,83.7,89.4,Per cent,1.5,1
Weight,Self-described weight,3. Overweight,2018,Female,10.5,5.9,17.7,Per cent,2.9,1
Weight,Self-described weight,3. Overweight,2018,Female,33.7,29.6,38.1,Per cent,2.2,1
Weight,Self-described weight,3. Overweight,2018,Male,40.5,35.6,45.5,Per cent,2.5,1
Weight,Self-described weight,3. Overweight,2018,Person,6.2,3.8,10.2,Per cent,1.6,1
Weight,Self-described weight,3. Overweight,2018,Person,37.1,33.9,40.4,Per cent,1.7,1
